STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2004,,91.602335,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2004,,87.632516,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2004,,99.123067,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2002,,82.891625,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2002,,99.00028,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2002,,91.766179,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2003,,87.38699,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2001,,86.992814,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2001,,80.660218,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2001,,99.78275,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2001,,88.480893,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2005,,93.047959,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2006,,96.809346,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2007,,98.234708,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2007,,96.0296,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2007,,95.652946,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2008,,95.416924,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2008,,89.733039,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2019,,103.215736,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2019,,104.113236,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2017,,103.162111,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2017,,101.201253,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2018,,101.573367,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2018,,102.3422,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2018,,103.375684,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2013,,98.90578,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2013,,99.073648,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2013,,99.86123,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2013,,98.181436,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2013,,98.249867,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2020,,103.5224,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2020,,101.486085,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2020,,103.987187,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2016,,101.355337,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2016,,100.302963,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2016,,99.692606,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2014,,99.446088,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2014,,99.940667,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2014,,99.195227,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2014,,99.211993,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2010,,95.663522,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2009,,91.895675,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2009,,95.715647,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2009,,96.73892,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2009,,95.753497,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2011,,95.622838,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2012,,98.007256,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2012,,98.653951,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2012,,99.073743,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2016,,100.279427,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2016,,100.457181,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2014,,98.419046,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2015,,100,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2015,,100,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2015,,100,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2013,,98.472527,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2018,,100.323292,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2018,,102.814627,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2020,,107.111176,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2020,,105.31975,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2020,,103.942159,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2017,,101.334899,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2017,,100.335718,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2017,,101.395966,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2019,,103.581713,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,2019,,101.664137,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1970,,47.54863,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1970,,39.997229,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1971,,42.606111,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1971,,38.4033,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1971,,49.674269,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1974,,52.634755,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1974,,46.519149,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1974,,45.56264,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1974,,46.989696,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1973,,44.941087,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1973,,53.113941,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1973,,45.946183,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1973,,43.352097,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1972,,40.985667,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1972,,42.270507,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1972,,52.135119,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1972,,45.124673,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1977,,63.912401,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1977,,52.600347,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1975,,48.269427,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1975,,47.789759,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1975,,54.075762,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1979,,52.831307,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1979,,53.378026,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1979,,69.533694,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1976,,55.385876,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1976,,50.519884,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1978,,66.119869,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1978,,51.217904,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1982,,57.81291,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1982,,57.773097,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1982,,59.123398,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1982,,64.096169,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1981,,62.060954,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1981,,57.999248,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1981,,56.52667,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1981,,55.522586,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1984,,60.633096,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1984,,61.244613,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1988,,68.757769,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1988,,77.114136,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1988,,80.873332,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1988,,65.234491,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1983,,59.668651,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1983,,66.607224,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1983,,59.394873,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1980,,54.2552,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1980,,59.57542,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1980,,70.854162,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1980,,53.336263,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1985,,75.841455,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1985,,62.65778,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1986,,77.127467,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1986,,63.03277,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1987,,65.364288,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1987,,66.606748,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1987,,78.603139,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1989,,78.546913,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1989,,64.905901,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1989,,65.504315,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1989,,71.208466,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1994,,91.072919,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,GDPHRWKD,GDP per hour worked,TOT,Total,IDX2015,2015=100,A,Annual,1994,,75.157328,,A,,,,,,,
