Quarter,Country,Industry,Value,Variable
2014.5,Romania,Manufacturing,91.627,GVA
2014.75,Romania,Manufacturing,91.506,GVA
2015.0,Romania,Manufacturing,95.396,GVA
2015.25,Romania,Manufacturing,98.168,GVA
2015.5,Romania,Manufacturing,96.577,GVA
2015.75,Romania,Manufacturing,93.042,GVA
2016.0,Romania,Manufacturing,94.014,GVA
2016.25,Romania,Manufacturing,97.787,GVA
2016.5,Romania,Manufacturing,99.228,GVA
2016.75,Romania,Manufacturing,97.478,GVA
2017.0,Romania,Manufacturing,101.226,GVA
2017.25,Romania,Manufacturing,106.225,GVA
2017.5,Romania,Manufacturing,106.494,GVA
2017.75,Romania,Manufacturing,106.391,GVA
2018.0,Romania,Manufacturing,109.437,GVA
2018.25,Romania,Manufacturing,111.568,GVA
2018.5,Romania,Manufacturing,112.124,GVA
2018.75,Romania,Manufacturing,112.22,GVA
2019.0,Romania,Manufacturing,109.193,GVA
2019.25,Romania,Manufacturing,112.326,GVA
2019.5,Romania,Manufacturing,109.134,GVA
2019.75,Romania,Manufacturing,108.063,GVA
2020.0,Romania,Manufacturing,103.072,GVA
2020.25,Romania,Manufacturing,85.455,GVA
2020.5,Romania,Manufacturing,105.953,GVA
2020.75,Romania,Manufacturing,105.519,GVA
2021.0,Romania,Manufacturing,111.546,GVA
2021.25,Romania,Manufacturing,97.791,GVA
2021.5,Romania,Manufacturing,108.617,GVA
2021.75,Romania,Manufacturing,106.218,GVA
2022.0,Romania,Manufacturing,95.087,GVA
2022.25,Romania,Manufacturing,93.373,GVA
2022.5,Romania,Manufacturing,97.387,GVA
2022.75,Romania,Manufacturing,100.904,GVA
2023.0,Romania,Manufacturing,91.887,GVA
2023.25,Romania,Manufacturing,95.205,GVA
2023.5,Romania,Manufacturing,95.805,GVA
2023.75,Romania,Manufacturing,97.387,GVA
2024.0,Romania,Manufacturing,106.075,GVA
2024.25,Romania,Manufacturing,101.398,GVA
2024.5,Romania,Manufacturing,86.692,GVA
2024.75,Romania,Manufacturing,89.647,GVA
1997.0,Sweden,Manufacturing,63.021,GVA
1997.25,Sweden,Manufacturing,65.143,GVA
1997.5,Sweden,Manufacturing,67.428,GVA
1997.75,Sweden,Manufacturing,70.62,GVA
1998.0,Sweden,Manufacturing,69.678,GVA
1998.25,Sweden,Manufacturing,71.859,GVA
1998.5,Sweden,Manufacturing,73.94,GVA
1998.75,Sweden,Manufacturing,74.499,GVA
1999.0,Sweden,Manufacturing,76.467,GVA
1999.25,Sweden,Manufacturing,76.048,GVA
1999.5,Sweden,Manufacturing,79.566,GVA
1999.75,Sweden,Manufacturing,80.127,GVA
2000.0,Sweden,Manufacturing,80.98,GVA
2000.25,Sweden,Manufacturing,85.079,GVA
2000.5,Sweden,Manufacturing,86.742,GVA
2000.75,Sweden,Manufacturing,88.205,GVA
2001.0,Sweden,Manufacturing,85.183,GVA
2001.25,Sweden,Manufacturing,82.885,GVA
2001.5,Sweden,Manufacturing,84.617,GVA
2001.75,Sweden,Manufacturing,86.749,GVA
2002.0,Sweden,Manufacturing,88.071,GVA
2002.25,Sweden,Manufacturing,90.14,GVA
2002.5,Sweden,Manufacturing,89.93,GVA
2002.75,Sweden,Manufacturing,90.717,GVA
2003.0,Sweden,Manufacturing,90.951,GVA
2003.25,Sweden,Manufacturing,91.297,GVA
2003.5,Sweden,Manufacturing,92.622,GVA
2003.75,Sweden,Manufacturing,92.996,GVA
2004.0,Sweden,Manufacturing,94.597,GVA
2004.25,Sweden,Manufacturing,97.024,GVA
2004.5,Sweden,Manufacturing,97.101,GVA
2004.75,Sweden,Manufacturing,96.78,GVA
2005.0,Sweden,Manufacturing,96.695,GVA
2005.25,Sweden,Manufacturing,99.012,GVA
2005.5,Sweden,Manufacturing,100.295,GVA
2005.75,Sweden,Manufacturing,100.686,GVA
2006.0,Sweden,Manufacturing,102.998,GVA
2006.25,Sweden,Manufacturing,105.736,GVA
2006.5,Sweden,Manufacturing,108.308,GVA
2006.75,Sweden,Manufacturing,109.171,GVA
2007.0,Sweden,Manufacturing,110.043,GVA
2007.25,Sweden,Manufacturing,109.854,GVA
2007.5,Sweden,Manufacturing,110.019,GVA
2007.75,Sweden,Manufacturing,113.026,GVA
2008.0,Sweden,Manufacturing,112.515,GVA
2008.25,Sweden,Manufacturing,110.209,GVA
2008.5,Sweden,Manufacturing,106.977,GVA
2008.75,Sweden,Manufacturing,93.34,GVA
2009.0,Sweden,Manufacturing,82.437,GVA
2009.25,Sweden,Manufacturing,81.442,GVA
2009.5,Sweden,Manufacturing,83.589,GVA
2009.75,Sweden,Manufacturing,83.834,GVA
2010.0,Sweden,Manufacturing,91.166,GVA
2010.25,Sweden,Manufacturing,99.291,GVA
2010.5,Sweden,Manufacturing,104.761,GVA
2010.75,Sweden,Manufacturing,109.85,GVA
2011.0,Sweden,Manufacturing,110.787,GVA
2011.25,Sweden,Manufacturing,107.972,GVA
2011.5,Sweden,Manufacturing,106.33,GVA
2011.75,Sweden,Manufacturing,102.731,GVA
2012.0,Sweden,Manufacturing,100.934,GVA
2012.25,Sweden,Manufacturing,102.012,GVA
2012.5,Sweden,Manufacturing,101.796,GVA
2012.75,Sweden,Manufacturing,94.621,GVA
2013.0,Sweden,Manufacturing,96.094,GVA
2013.25,Sweden,Manufacturing,94.886,GVA
2013.5,Sweden,Manufacturing,96.543,GVA
2013.75,Sweden,Manufacturing,95.335,GVA
2014.0,Sweden,Manufacturing,93.626,GVA
2014.25,Sweden,Manufacturing,94.728,GVA
2014.5,Sweden,Manufacturing,93.216,GVA
2014.75,Sweden,Manufacturing,94.092,GVA
2015.0,Sweden,Manufacturing,91.923,GVA
2015.25,Sweden,Manufacturing,105.361,GVA
2015.5,Sweden,Manufacturing,101.385,GVA
2015.75,Sweden,Manufacturing,101.161,GVA
2016.0,Sweden,Manufacturing,100.842,GVA
2016.25,Sweden,Manufacturing,101.952,GVA
2016.5,Sweden,Manufacturing,102.45,GVA
2016.75,Sweden,Manufacturing,100.748,GVA
2017.0,Sweden,Manufacturing,103.201,GVA
2017.25,Sweden,Manufacturing,104.252,GVA
2017.5,Sweden,Manufacturing,105.452,GVA
2017.75,Sweden,Manufacturing,106.769,GVA
2018.0,Sweden,Manufacturing,108.845,GVA
2018.25,Sweden,Manufacturing,108.003,GVA
2018.5,Sweden,Manufacturing,105.988,GVA
2018.75,Sweden,Manufacturing,109.599,GVA
2019.0,Sweden,Manufacturing,109.342,GVA
2019.25,Sweden,Manufacturing,107.936,GVA
2019.5,Sweden,Manufacturing,106.098,GVA
2019.75,Sweden,Manufacturing,104.315,GVA
2020.0,Sweden,Manufacturing,104.062,GVA
2020.25,Sweden,Manufacturing,88.647,GVA
2020.5,Sweden,Manufacturing,99.421,GVA
2020.75,Sweden,Manufacturing,107.87,GVA
2021.0,Sweden,Manufacturing,118.02,GVA
2021.25,Sweden,Manufacturing,116.295,GVA
2021.5,Sweden,Manufacturing,118.401,GVA
2021.75,Sweden,Manufacturing,122.834,GVA
2022.0,Sweden,Manufacturing,120.661,GVA
2022.25,Sweden,Manufacturing,123.214,GVA
2022.5,Sweden,Manufacturing,127.469,GVA
2022.75,Sweden,Manufacturing,127.644,GVA
2023.0,Sweden,Manufacturing,119.603,GVA
2023.25,Sweden,Manufacturing,119.327,GVA
2023.5,Sweden,Manufacturing,118.647,GVA
2023.75,Sweden,Manufacturing,114.345,GVA
2024.0,Sweden,Manufacturing,116.876,GVA
2024.25,Sweden,Manufacturing,118.663,GVA
2024.5,Sweden,Manufacturing,118.725,GVA
2024.75,Sweden,Manufacturing,121.596,GVA
1997.0,Germany,Construction,129.378,GVA
1997.25,Germany,Construction,133.9,GVA
1997.5,Germany,Construction,132.252,GVA
1997.75,Germany,Construction,131.911,GVA
1998.0,Germany,Construction,131.333,GVA
1998.25,Germany,Construction,127.464,GVA
1998.5,Germany,Construction,125.906,GVA
1998.75,Germany,Construction,122.66,GVA
1999.0,Germany,Construction,124.607,GVA
1999.25,Germany,Construction,124.517,GVA
1999.5,Germany,Construction,126.758,GVA
1999.75,Germany,Construction,126.004,GVA
2000.0,Germany,Construction,126.075,GVA
2000.25,Germany,Construction,124.125,GVA
2000.5,Germany,Construction,122.608,GVA
2000.75,Germany,Construction,120.648,GVA
2001.0,Germany,Construction,117.995,GVA
2001.25,Germany,Construction,115.774,GVA
2001.5,Germany,Construction,115.001,GVA
2001.75,Germany,Construction,115.091,GVA
2002.0,Germany,Construction,114.016,GVA
2002.25,Germany,Construction,110.167,GVA
2002.5,Germany,Construction,109.554,GVA
2002.75,Germany,Construction,107.574,GVA
2003.0,Germany,Construction,105.371,GVA
2003.25,Germany,Construction,105.924,GVA
2003.5,Germany,Construction,106.416,GVA
2003.75,Germany,Construction,103.713,GVA
2004.0,Germany,Construction,103.997,GVA
2004.25,Germany,Construction,102.449,GVA
2004.5,Germany,Construction,99.364,GVA
2004.75,Germany,Construction,97.576,GVA
2005.0,Germany,Construction,96.377,GVA
2005.25,Germany,Construction,97.131,GVA
2005.5,Germany,Construction,97.824,GVA
2005.75,Germany,Construction,95.865,GVA
2006.0,Germany,Construction,91.657,GVA
2006.25,Germany,Construction,97.043,GVA
2006.5,Germany,Construction,99.234,GVA
2006.75,Germany,Construction,101.173,GVA
2007.0,Germany,Construction,99.231,GVA
2007.25,Germany,Construction,94.92,GVA
2007.5,Germany,Construction,95.141,GVA
2007.75,Germany,Construction,97.312,GVA
2008.0,Germany,Construction,99.764,GVA
2008.25,Germany,Construction,93.986,GVA
2008.5,Germany,Construction,92.75,GVA
2008.75,Germany,Construction,93.091,GVA
2009.0,Germany,Construction,93.096,GVA
2009.25,Germany,Construction,92.956,GVA
2009.5,Germany,Construction,92.895,GVA
2009.75,Germany,Construction,92.674,GVA
2010.0,Germany,Construction,93.265,GVA
2010.25,Germany,Construction,100.028,GVA
2010.5,Germany,Construction,97.485,GVA
2010.75,Germany,Construction,93.777,GVA
2011.0,Germany,Construction,99.156,GVA
2011.25,Germany,Construction,99.699,GVA
2011.5,Germany,Construction,97.95,GVA
2011.75,Germany,Construction,101.879,GVA
2012.0,Germany,Construction,100.774,GVA
2012.25,Germany,Construction,100.352,GVA
2012.5,Germany,Construction,99.246,GVA
2012.75,Germany,Construction,97.94,GVA
2013.0,Germany,Construction,95.978,GVA
2013.25,Germany,Construction,98.329,GVA
2013.5,Germany,Construction,99.917,GVA
2013.75,Germany,Construction,101.053,GVA
2014.0,Germany,Construction,102.319,GVA
2014.25,Germany,Construction,99.837,GVA
2014.5,Germany,Construction,99.495,GVA
2014.75,Germany,Construction,99.244,GVA
2015.0,Germany,Construction,97.844,GVA
2015.25,Germany,Construction,96.809,GVA
2015.5,Germany,Construction,96.478,GVA
2015.75,Germany,Construction,97.211,GVA
2016.0,Germany,Construction,99.023,GVA
2016.25,Germany,Construction,98.802,GVA
2016.5,Germany,Construction,98.52,GVA
2016.75,Germany,Construction,97.726,GVA
2017.0,Germany,Construction,99.364,GVA
2017.25,Germany,Construction,100.761,GVA
2017.5,Germany,Construction,100.59,GVA
2017.75,Germany,Construction,101.816,GVA
2018.0,Germany,Construction,101.01,GVA
2018.25,Germany,Construction,102.578,GVA
2018.5,Germany,Construction,103.01,GVA
2018.75,Germany,Construction,104.828,GVA
2019.0,Germany,Construction,99.847,GVA
2019.25,Germany,Construction,98.55,GVA
2019.5,Germany,Construction,99.666,GVA
2019.75,Germany,Construction,99.515,GVA
2020.0,Germany,Construction,101.555,GVA
2020.25,Germany,Construction,97.294,GVA
2020.5,Germany,Construction,96.46,GVA
2020.75,Germany,Construction,104.69,GVA
2021.0,Germany,Construction,94.29,GVA
2021.25,Germany,Construction,98.108,GVA
2021.5,Germany,Construction,96.631,GVA
2021.75,Germany,Construction,95.988,GVA
2022.0,Germany,Construction,89.647,GVA
2022.25,Germany,Construction,86.401,GVA
2022.5,Germany,Construction,84.07,GVA
2022.75,Germany,Construction,82.623,GVA
2023.0,Germany,Construction,86.871,GVA
2023.25,Germany,Construction,86.308,GVA
2023.5,Germany,Construction,85.595,GVA
2023.75,Germany,Construction,83.324,GVA
2024.0,Germany,Construction,85.228,GVA
2024.25,Germany,Construction,82.464,GVA
2024.5,Germany,Construction,81.379,GVA
2024.75,Germany,Construction,80.626,GVA
1997.0,Denmark,Construction,73.378,GVA
1997.25,Denmark,Construction,74.355,GVA
1997.5,Denmark,Construction,74.33,GVA
1997.75,Denmark,Construction,76.924,GVA
1998.0,Denmark,Construction,80.568,GVA
1998.25,Denmark,Construction,79.588,GVA
1998.5,Denmark,Construction,82.815,GVA
1998.75,Denmark,Construction,84.026,GVA
1999.0,Denmark,Construction,83.927,GVA
1999.25,Denmark,Construction,86.942,GVA
1999.5,Denmark,Construction,89.254,GVA
1999.75,Denmark,Construction,90.298,GVA
2000.0,Denmark,Construction,93.171,GVA
2000.25,Denmark,Construction,91.501,GVA
2000.5,Denmark,Construction,87.262,GVA
2000.75,Denmark,Construction,86.469,GVA
2001.0,Denmark,Construction,80.425,GVA
2001.25,Denmark,Construction,82.855,GVA
2001.5,Denmark,Construction,84.578,GVA
2001.75,Denmark,Construction,84.518,GVA
2002.0,Denmark,Construction,84.67,GVA
2002.25,Denmark,Construction,84.077,GVA
2002.5,Denmark,Construction,83.471,GVA
2002.75,Denmark,Construction,82.969,GVA
2003.0,Denmark,Construction,85.876,GVA
2003.25,Denmark,Construction,85.999,GVA
2003.5,Denmark,Construction,86.424,GVA
2003.75,Denmark,Construction,89.609,GVA
2004.0,Denmark,Construction,88.251,GVA
2004.25,Denmark,Construction,88.306,GVA
2004.5,Denmark,Construction,87.445,GVA
2004.75,Denmark,Construction,88.311,GVA
2005.0,Denmark,Construction,87.54,GVA
2005.25,Denmark,Construction,87.996,GVA
2005.5,Denmark,Construction,88.668,GVA
2005.75,Denmark,Construction,93.723,GVA
2006.0,Denmark,Construction,89.271,GVA
2006.25,Denmark,Construction,97.313,GVA
2006.5,Denmark,Construction,102.009,GVA
2006.75,Denmark,Construction,97.963,GVA
2007.0,Denmark,Construction,95.961,GVA
2007.25,Denmark,Construction,93.777,GVA
2007.5,Denmark,Construction,91.421,GVA
2007.75,Denmark,Construction,93.282,GVA
2008.0,Denmark,Construction,98.932,GVA
2008.25,Denmark,Construction,95.885,GVA
2008.5,Denmark,Construction,94.828,GVA
2008.75,Denmark,Construction,94.457,GVA
2009.0,Denmark,Construction,93.844,GVA
2009.25,Denmark,Construction,89.951,GVA
2009.5,Denmark,Construction,85.338,GVA
2009.75,Denmark,Construction,79.893,GVA
2010.0,Denmark,Construction,76.141,GVA
2010.25,Denmark,Construction,75.883,GVA
2010.5,Denmark,Construction,77.049,GVA
2010.75,Denmark,Construction,77.555,GVA
2011.0,Denmark,Construction,80.21,GVA
2011.25,Denmark,Construction,76.856,GVA
2011.5,Denmark,Construction,78.842,GVA
2011.75,Denmark,Construction,80.648,GVA
2012.0,Denmark,Construction,81.258,GVA
2012.25,Denmark,Construction,81.3,GVA
2012.5,Denmark,Construction,80.921,GVA
2012.75,Denmark,Construction,80.289,GVA
2013.0,Denmark,Construction,80.626,GVA
2013.25,Denmark,Construction,81.871,GVA
2013.5,Denmark,Construction,83.715,GVA
2013.75,Denmark,Construction,83.444,GVA
2014.0,Denmark,Construction,84.338,GVA
2014.25,Denmark,Construction,83.199,GVA
2014.5,Denmark,Construction,85.384,GVA
2014.75,Denmark,Construction,86.985,GVA
2015.0,Denmark,Construction,88.649,GVA
2015.25,Denmark,Construction,94.423,GVA
2015.5,Denmark,Construction,93.527,GVA
2015.75,Denmark,Construction,98.061,GVA
2016.0,Denmark,Construction,99.927,GVA
2016.25,Denmark,Construction,102.726,GVA
2016.5,Denmark,Construction,101.721,GVA
2016.75,Denmark,Construction,101.404,GVA
2017.0,Denmark,Construction,103.129,GVA
2017.25,Denmark,Construction,105.757,GVA
2017.5,Denmark,Construction,106.731,GVA
2017.75,Denmark,Construction,107.403,GVA
2018.0,Denmark,Construction,103.724,GVA
2018.25,Denmark,Construction,99.666,GVA
2018.5,Denmark,Construction,102.553,GVA
2018.75,Denmark,Construction,103.961,GVA
2019.0,Denmark,Construction,102.98,GVA
2019.25,Denmark,Construction,101.47,GVA
2019.5,Denmark,Construction,97.532,GVA
2019.75,Denmark,Construction,94.351,GVA
2020.0,Denmark,Construction,95.364,GVA
2020.25,Denmark,Construction,98.042,GVA
2020.5,Denmark,Construction,101.413,GVA
2020.75,Denmark,Construction,105.182,GVA
2021.0,Denmark,Construction,105.073,GVA
2021.25,Denmark,Construction,106.143,GVA
2021.5,Denmark,Construction,105.836,GVA
2021.75,Denmark,Construction,110.516,GVA
2022.0,Denmark,Construction,107.135,GVA
2022.25,Denmark,Construction,107.647,GVA
2022.5,Denmark,Construction,108.732,GVA
2022.75,Denmark,Construction,111.904,GVA
2023.0,Denmark,Construction,116.719,GVA
2023.25,Denmark,Construction,113.478,GVA
2023.5,Denmark,Construction,111.85,GVA
2023.75,Denmark,Construction,115.251,GVA
2024.0,Denmark,Construction,120.507,GVA
2024.25,Denmark,Construction,124.569,GVA
2024.5,Denmark,Construction,130.016,GVA
2024.75,Denmark,Construction,128.722,GVA
1997.0,Euro area,Construction,113.136,GVA
1997.25,Euro area,Construction,114.972,GVA
1997.5,Euro area,Construction,114.725,GVA
1997.75,Euro area,Construction,115.697,GVA
1998.0,Euro area,Construction,115.131,GVA
1998.25,Euro area,Construction,113.978,GVA
1998.5,Euro area,Construction,114.074,GVA
1998.75,Euro area,Construction,113.499,GVA
1999.0,Euro area,Construction,114.937,GVA
1999.25,Euro area,Construction,115.922,GVA
1999.5,Euro area,Construction,117.607,GVA
1999.75,Euro area,Construction,117.923,GVA
2000.0,Euro area,Construction,119.504,GVA
2000.25,Euro area,Construction,119.701,GVA
2000.5,Euro area,Construction,119.981,GVA
2000.75,Euro area,Construction,120.035,GVA
2001.0,Euro area,Construction,121.506,GVA
2001.25,Euro area,Construction,121.908,GVA
2001.5,Euro area,Construction,122.136,GVA
2001.75,Euro area,Construction,122.936,GVA
2002.0,Euro area,Construction,122.354,GVA
2002.25,Euro area,Construction,120.978,GVA
2002.5,Euro area,Construction,121.555,GVA
2002.75,Euro area,Construction,121.74,GVA
2003.0,Euro area,Construction,122.034,GVA
2003.25,Euro area,Construction,122.485,GVA
2003.5,Euro area,Construction,123.277,GVA
2003.75,Euro area,Construction,123.092,GVA
2004.0,Euro area,Construction,123.685,GVA
2004.25,Euro area,Construction,123.829,GVA
2004.5,Euro area,Construction,124.131,GVA
2004.75,Euro area,Construction,123.818,GVA
2005.0,Euro area,Construction,123.389,GVA
2005.25,Euro area,Construction,124.858,GVA
2005.5,Euro area,Construction,126.041,GVA
2005.75,Euro area,Construction,126.843,GVA
2006.0,Euro area,Construction,127.228,GVA
2006.25,Euro area,Construction,129.07,GVA
2006.5,Euro area,Construction,130.829,GVA
2006.75,Euro area,Construction,133.438,GVA
2007.0,Euro area,Construction,132.757,GVA
2007.25,Euro area,Construction,132.547,GVA
2007.5,Euro area,Construction,132.212,GVA
2007.75,Euro area,Construction,130.358,GVA
2008.0,Euro area,Construction,133.462,GVA
2008.25,Euro area,Construction,129.857,GVA
2008.5,Euro area,Construction,128.155,GVA
2008.75,Euro area,Construction,125.471,GVA
2009.0,Euro area,Construction,123.692,GVA
2009.25,Euro area,Construction,121.705,GVA
2009.5,Euro area,Construction,119.172,GVA
2009.75,Euro area,Construction,117.139,GVA
2010.0,Euro area,Construction,113.509,GVA
2010.25,Euro area,Construction,114.59,GVA
2010.5,Euro area,Construction,113.268,GVA
2010.75,Euro area,Construction,111.242,GVA
2011.0,Euro area,Construction,111.63,GVA
2011.25,Euro area,Construction,110.236,GVA
2011.5,Euro area,Construction,108.407,GVA
2011.75,Euro area,Construction,107.807,GVA
2012.0,Euro area,Construction,104.936,GVA
2012.25,Euro area,Construction,104.131,GVA
2012.5,Euro area,Construction,102.789,GVA
2012.75,Euro area,Construction,101.456,GVA
2013.0,Euro area,Construction,99.223,GVA
2013.25,Euro area,Construction,99.906,GVA
2013.5,Euro area,Construction,100.542,GVA
2013.75,Euro area,Construction,100.494,GVA
2014.0,Euro area,Construction,99.22,GVA
2014.25,Euro area,Construction,97.853,GVA
2014.5,Euro area,Construction,97.886,GVA
2014.75,Euro area,Construction,98.021,GVA
2015.0,Euro area,Construction,97.874,GVA
2015.25,Euro area,Construction,98.048,GVA
2015.5,Euro area,Construction,97.882,GVA
2015.75,Euro area,Construction,99.075,GVA
2016.0,Euro area,Construction,99.278,GVA
2016.25,Euro area,Construction,98.965,GVA
2016.5,Euro area,Construction,99.697,GVA
2016.75,Euro area,Construction,100.091,GVA
2017.0,Euro area,Construction,100.88,GVA
2017.25,Euro area,Construction,101.77,GVA
2017.5,Euro area,Construction,102.427,GVA
2017.75,Euro area,Construction,103.208,GVA
2018.0,Euro area,Construction,102.521,GVA
2018.25,Euro area,Construction,103.75,GVA
2018.5,Euro area,Construction,104.464,GVA
2018.75,Euro area,Construction,106.072,GVA
2019.0,Euro area,Construction,105.59,GVA
2019.25,Euro area,Construction,105.108,GVA
2019.5,Euro area,Construction,106.037,GVA
2019.75,Euro area,Construction,105.411,GVA
2020.0,Euro area,Construction,102.878,GVA
2020.25,Euro area,Construction,90.954,GVA
2020.5,Euro area,Construction,101.494,GVA
2020.75,Euro area,Construction,104.674,GVA
2021.0,Euro area,Construction,101.503,GVA
2021.25,Euro area,Construction,103.961,GVA
2021.5,Euro area,Construction,104.02,GVA
2021.75,Euro area,Construction,104.994,GVA
2022.0,Euro area,Construction,104.859,GVA
2022.25,Euro area,Construction,104.178,GVA
2022.5,Euro area,Construction,103.335,GVA
2022.75,Euro area,Construction,103.085,GVA
2023.0,Euro area,Construction,106.554,GVA
2023.25,Euro area,Construction,105.948,GVA
2023.5,Euro area,Construction,105.291,GVA
2023.75,Euro area,Construction,104.693,GVA
2024.0,Euro area,Construction,104.78,GVA
2024.25,Euro area,Construction,103.76,GVA
2024.5,Euro area,Construction,103.157,GVA
2024.75,Euro area,Construction,103.371,GVA
1997.0,Spain,Construction,121.834,GVA
1997.25,Spain,Construction,122.6,GVA
1997.5,Spain,Construction,123.761,GVA
1997.75,Spain,Construction,125.633,GVA
1998.0,Spain,Construction,126.543,GVA
1998.25,Spain,Construction,127.447,GVA
1998.5,Spain,Construction,130.549,GVA
1998.75,Spain,Construction,132.031,GVA
1999.0,Spain,Construction,133.287,GVA
1999.25,Spain,Construction,136.628,GVA
1999.5,Spain,Construction,137.947,GVA
1999.75,Spain,Construction,140.276,GVA
2000.0,Spain,Construction,141.658,GVA
2000.25,Spain,Construction,142.769,GVA
2000.5,Spain,Construction,145.281,GVA
2000.75,Spain,Construction,147.485,GVA
2001.0,Spain,Construction,150.38,GVA
2001.25,Spain,Construction,153.702,GVA
2001.5,Spain,Construction,156.113,GVA
2001.75,Spain,Construction,157.896,GVA
2002.0,Spain,Construction,158.581,GVA
2002.25,Spain,Construction,160.082,GVA
2002.5,Spain,Construction,160.998,GVA
2002.75,Spain,Construction,161.658,GVA
2003.0,Spain,Construction,163.347,GVA
2003.25,Spain,Construction,163.786,GVA
2003.5,Spain,Construction,165.331,GVA
2003.75,Spain,Construction,165.482,GVA
2004.0,Spain,Construction,164.446,GVA
2004.25,Spain,Construction,166.053,GVA
2004.5,Spain,Construction,167.586,GVA
2004.75,Spain,Construction,168.98,GVA
2005.0,Spain,Construction,171.24,GVA
2005.25,Spain,Construction,172.879,GVA
2005.5,Spain,Construction,174.914,GVA
2005.75,Spain,Construction,176.641,GVA
2006.0,Spain,Construction,177.394,GVA
2006.25,Spain,Construction,179.334,GVA
2006.5,Spain,Construction,181.005,GVA
2006.75,Spain,Construction,182.424,GVA
2007.0,Spain,Construction,181.099,GVA
2007.25,Spain,Construction,182.028,GVA
2007.5,Spain,Construction,183.284,GVA
2007.75,Spain,Construction,182.323,GVA
2008.0,Spain,Construction,181.25,GVA
2008.25,Spain,Construction,180.967,GVA
2008.5,Spain,Construction,178.593,GVA
2008.75,Spain,Construction,175.316,GVA
2009.0,Spain,Construction,169.495,GVA
2009.25,Spain,Construction,166.21,GVA
2009.5,Spain,Construction,161.815,GVA
2009.75,Spain,Construction,157.388,GVA
2010.0,Spain,Construction,143.441,GVA
2010.25,Spain,Construction,139.579,GVA
2010.5,Spain,Construction,137.557,GVA
2010.75,Spain,Construction,134.267,GVA
2011.0,Spain,Construction,125.093,GVA
2011.25,Spain,Construction,122.556,GVA
2011.5,Spain,Construction,118.681,GVA
2011.75,Spain,Construction,115.058,GVA
2012.0,Spain,Construction,112.414,GVA
2012.25,Spain,Construction,109.262,GVA
2012.5,Spain,Construction,107.334,GVA
2012.75,Spain,Construction,105.683,GVA
2013.0,Spain,Construction,99.422,GVA
2013.25,Spain,Construction,97.495,GVA
2013.5,Spain,Construction,97.356,GVA
2013.75,Spain,Construction,96.634,GVA
2014.0,Spain,Construction,95.937,GVA
2014.25,Spain,Construction,96.992,GVA
2014.5,Spain,Construction,97.972,GVA
2014.75,Spain,Construction,98.675,GVA
2015.0,Spain,Construction,101.218,GVA
2015.25,Spain,Construction,102.945,GVA
2015.5,Spain,Construction,103.579,GVA
2015.75,Spain,Construction,105.055,GVA
2016.0,Spain,Construction,105.658,GVA
2016.25,Spain,Construction,105.965,GVA
2016.5,Spain,Construction,107.604,GVA
2016.75,Spain,Construction,108.151,GVA
2017.0,Spain,Construction,108.257,GVA
2017.25,Spain,Construction,108.728,GVA
2017.5,Spain,Construction,108.59,GVA
2017.75,Spain,Construction,109.193,GVA
2018.0,Spain,Construction,109.312,GVA
2018.25,Spain,Construction,110.738,GVA
2018.5,Spain,Construction,113.061,GVA
2018.75,Spain,Construction,114.901,GVA
2019.0,Spain,Construction,116.446,GVA
2019.25,Spain,Construction,117.903,GVA
2019.5,Spain,Construction,117.425,GVA
2019.75,Spain,Construction,117.187,GVA
2020.0,Spain,Construction,109.256,GVA
2020.25,Spain,Construction,84.81,GVA
2020.5,Spain,Construction,104.414,GVA
2020.75,Spain,Construction,101.52,GVA
2021.0,Spain,Construction,99.705,GVA
2021.25,Spain,Construction,97.783,GVA
2021.5,Spain,Construction,98.053,GVA
2021.75,Spain,Construction,100.377,GVA
2022.0,Spain,Construction,105.758,GVA
2022.25,Spain,Construction,107.636,GVA
2022.5,Spain,Construction,109.469,GVA
2022.75,Spain,Construction,109.381,GVA
2023.0,Spain,Construction,109.626,GVA
2023.25,Spain,Construction,111.089,GVA
2023.5,Spain,Construction,109.469,GVA
2023.75,Spain,Construction,111.309,GVA
2024.0,Spain,Construction,112.289,GVA
2024.25,Spain,Construction,112.835,GVA
2024.5,Spain,Construction,111.014,GVA
2024.75,Spain,Construction,113.915,GVA
1997.0,European Union,Construction,102.977,GVA
1997.25,European Union,Construction,104.546,GVA
1997.5,European Union,Construction,104.556,GVA
1997.75,European Union,Construction,105.596,GVA
1998.0,European Union,Construction,105.325,GVA
1998.25,European Union,Construction,104.676,GVA
1998.5,European Union,Construction,104.954,GVA
1998.75,European Union,Construction,104.679,GVA
1999.0,European Union,Construction,105.821,GVA
1999.25,European Union,Construction,106.653,GVA
1999.5,European Union,Construction,107.731,GVA
1999.75,European Union,Construction,107.82,GVA
2000.0,European Union,Construction,109.016,GVA
2000.25,European Union,Construction,109.172,GVA
2000.5,European Union,Construction,109.489,GVA
2000.75,European Union,Construction,109.809,GVA
2001.0,European Union,Construction,110.248,GVA
2001.25,European Union,Construction,110.561,GVA
2001.5,European Union,Construction,110.804,GVA
2001.75,European Union,Construction,111.466,GVA
2002.0,European Union,Construction,111.356,GVA
2002.25,European Union,Construction,110.007,GVA
2002.5,European Union,Construction,110.463,GVA
2002.75,European Union,Construction,110.602,GVA
2003.0,European Union,Construction,110.803,GVA
